Date,Adj Close,Close,High,Low,Open,Volume
2021-01-04,212.71661376953125,217.75999450683594,220.25,214.24000549316406,220.25,10318300
2021-01-05,209.54188537597656,214.50999450683594,218.4600067138672,213.63999938964844,216.30999755859375,6869700
2021-01-06,207.69569396972656,212.6199951171875,216.1699981689453,212.07000732421875,213.8000030517578,7206200
2021-01-07,208.85812377929688,213.80999755859375,215.22000122070312,212.1999969482422,212.1999969482422,10967900
2021-01-08,210.46014404296875,215.4499969482422,216.1199951171875,212.75,214.1699981689453,6513000
2021-01-11,207.95944213867188,212.88999938964844,214.86000061035156,212.47999572753906,213.9600067138672,7353100
2021-01-12,204.0227508544922,208.86000061035156,212.7899932861328,207.47000122070312,212.33999633789062,9331600
2021-01-13,204.5014190673828,209.35000610351562,211.0,208.6300048828125,209.41000366210938,6688500
2021-01-14,197.1848907470703,201.86000061035156,211.2100067138672,201.72999572753906,210.57000732421875,12887500
2021-01-15,196.92115783691406,201.58999633789062,203.25999450683594,200.42999267578125,201.5399932861328,8755000
2021-01-19,196.98953247070312,201.66000366210938,204.1699981689453,200.07000732421875,203.0500030517578,9772000
2021-01-20,201.23875427246094,206.00999450683594,207.19000244140625,202.22999572753906,203.02999877929688,12675700
2021-01-21,200.38893127441406,205.13999938964844,207.1699981689453,204.75,206.0500030517578,6513500
2021-01-22,197.3411865234375,202.02000427246094,205.3300018310547,201.8000030517578,203.99000549316406,7316200
2021-01-25,196.3252410888672,200.97999572753906,201.63999938964844,195.75,200.33999633789062,19282400
2021-01-26,197.3314208984375,202.00999450683594,203.49000549316406,200.97000122070312,201.75999450683594,9605300
2021-01-27,190.4544677734375,194.97000122070312,199.6999969482422,193.9600067138672,197.63999938964844,13772400
2021-01-28,193.6291961669922,198.22000122070312,202.0,198.1699981689453,200.0,11041300
2021-01-29,188.7742919921875,193.25,203.0500030517578,192.80999755859375,197.82000732421875,21503000
2021-02-01,193.76597595214844,198.36000061035156,199.2100067138672,195.02000427246094,195.13999938964844,12970700
2021-02-02,197.9175262451172,202.61000061035156,204.35000610351562,200.0,200.85000610351562,11305100
2021-02-03,196.69647216796875,201.36000061035156,203.50999450683594,200.97999572753906,203.07000732421875,13458600
2021-02-04,204.4037322998047,209.25,209.67999267578125,203.10000610351562,203.24000549316406,14534800
